Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,-9999
Brooks Laich,390,2007,23,WSH,C,73,8,10,18,-2,29,0.7,3,2,3,0,8,1,1,119,6.7,993,13:36,laichbr01
Chad Larose,391,2007,24,CAR,C,80,6,12,18,-2,10,1.0,4,0,2,0,10,0,2,94,6.4,817,10:13,larosch01
Brett Lebda,392,2007,25,DET,D,74,5,13,18,16,61,4.8,4,1,0,2,13,0,0,107,4.7,1103,14:54,lebdabr01
Jaroslav Modrý,393,2007,35,TOT,D,76,1,17,18,11,54,5.1,1,0,0,0,9,7,1,89,1.1,1434,18:52,modryja01
Dave Moss,394,2007,25,CGY,LW,41,10,8,18,5,12,2.2,7,3,0,1,7,1,0,70,14.3,460,11:13,mossda01
Fredrik Sjöström,395,2007,23,PHX,RW,78,9,9,18,-11,48,0.4,7,2,0,1,9,0,0,125,7.2,1101,14:07,sjostfr01
Alexander Svitov,396,2007,24,CBJ,C,76,7,11,18,-10,145,0.5,6,1,0,2,8,3,0,83,8.4,1047,13:47,svitoal01
Stéphane Veilleux,397,2007,25,MIN,LW,75,7,11,18,3,47,1.3,7,0,0,1,10,0,1,84,8.3,922,12:17,veillst01
Rene Bourque,398,2007,25,CHI,LW,44,7,10,17,-4,38,1.1,4,2,1,1,8,2,0,82,8.5,705,16:01,bourqre01
Keith Carney,399,2007,36,MIN,D,80,4,13,17,22,58,6.0,4,0,0,1,11,0,2,31,12.9,1242,15:31,carneke01
Carlo Colaiacovo,400,2007,24,TOR,D,48,8,9,17,5,22,3.3,8,0,0,1,4,5,0,60,13.3,862,17:57,colaica01
Shean Donovan,401,2007,32,BOS,RW,76,6,11,17,-13,56,0.1,6,0,0,0,9,0,2,108,5.6,1076,14:09,donovsh01
Steve Eminger,402,2007,23,WSH,D,68,1,16,17,-14,63,1.6,1,0,0,0,13,0,3,27,3.7,1288,18:56,emingst01
Valtteri Filppula,403,2007,22,DET,C,73,10,7,17,8,20,1.6,10,0,0,1,7,0,0,76,13.2,822,11:16,filppva01
Adam Hall,404,2007,26,TOT,RW,72,6,11,17,-11,26,0.5,3,3,0,0,7,3,1,103,5.8,891,12:23,hallad01
Radek Martínek,405,2007,30,NYI,D,43,2,15,17,19,40,4.0,2,0,0,0,9,4,2,44,4.5,856,19:54,martira01
Kyle McLaren,406,2007,29,SJS,D,67,5,12,17,10,61,5.1,4,1,0,0,11,1,0,43,11.6,1435,21:25,mclarky01
Dominic Moore,407,2007,26,TOT,C,69,8,9,17,4,56,1.1,8,0,0,1,9,0,0,111,7.2,873,12:39,mooredo01
Mark Mowers,408,2007,32,BOS,RW,78,5,12,17,-10,26,0.3,4,0,1,0,11,1,0,60,8.3,936,12:00,mowerma01
Sean O'Donnell,409,2007,35,ANA,D,79,2,15,17,9,92,4.6,2,0,0,1,14,0,1,47,4.3,1574,19:55,odonnse01
Stéphane Robidas,410,2007,29,DAL,D,75,0,17,17,-1,86,4.1,0,0,0,0,6,11,0,106,0.0,1355,18:04,robidst01
Tony Salmelainen,411,2007,25,CHI,LW,57,6,11,17,-3,26,1.3,6,0,0,1,10,1,0,54,11.1,563,9:52,salmeto01
Steve Staios,412,2007,33,EDM,D,58,2,15,17,-5,97,3.7,2,0,0,0,13,2,0,71,2.8,1240,21:23,staiost01
Brian Sutherby,413,2007,24,WSH,C,69,7,10,17,-9,78,0.3,6,1,0,0,10,0,0,87,8.0,945,13:41,suthebr01
David Tanabe,414,2007,26,CAR,D,60,5,12,17,5,44,3.7,3,2,0,0,8,4,0,83,6.0,1068,17:48,tanabda01
Adrian Aucoin,415,2007,33,CHI,D,59,4,12,16,-22,50,1.7,2,2,0,3,6,6,0,96,4.2,1229,20:50,aucoiad01
Ryan Kesler,416,2007,22,VAN,C,48,6,10,16,1,40,1.1,6,0,0,0,10,0,0,88,6.8,789,16:26,keslery01
Lukáš Krajíček,417,2007,23,VAN,D,78,3,13,16,-4,64,3.9,2,1,0,2,9,4,0,105,2.9,1444,18:31,krajilu01
Danny Markov,418,2007,30,DET,D,66,4,12,16,25,59,5.3,4,0,0,0,11,0,1,66,6.1,1246,18:53,markoda01
Steve McCarthy,419,2007,25,ATL,D,46,4,12,16,4,24,2.9,1,3,0,0,4,8,0,51,7.8,703,15:17,mccarst01
Rob Niedermayer,420,2007,32,ANA,C,82,5,11,16,-8,77,-0.5,5,0,0,0,11,0,0,106,4.7,1365,16:39,niedero01
Shane O'Brien,421,2007,23,TOT,D,80,2,14,16,-3,176,3.0,1,1,0,2,11,3,0,72,2.8,1198,14:59,obriesh01
Jarkko Ruutu,422,2007,31,PIT,LW,81,7,9,16,0,125,0.9,7,0,0,2,9,0,0,63,11.1,756,9:20,ruutuja01
Andy Sutton,423,2007,31,ATL,D,55,2,14,16,6,76,3.1,1,0,1,0,13,1,0,51,3.9,1070,19:28,suttoan01
Patrick Thoresen,424,2007,23,EDM,LW,68,4,12,16,-1,52,0.9,3,0,1,2,10,2,0,73,5.5,777,11:25,thorepa01
Scottie Upshall,425,2007,23,TOT,RW,32,8,8,16,3,26,1.7,6,1,1,4,6,2,0,87,9.2,472,14:45,upshasc01
Aaron Ward,426,2007,34,TOT,D,80,4,12,16,-11,75,3.2,4,0,0,0,12,0,0,62,6.5,1614,20:11,wardaa01
Nils Ekman,427,2007,30,PIT,RW,34,6,9,15,-14,24,0.7,4,2,0,0,5,4,0,69,8.7,469,13:49,ekmanni01
Andrew Ference,428,2007,27,TOT,D,80,3,12,15,5,97,3.5,2,1,0,0,6,4,2,80,3.8,1580,19:45,ferenan01
Mark Giordano,429,2007,23,CGY,D,48,7,8,15,7,36,3.2,4,3,0,2,6,2,0,49,14.3,645,13:27,giordma01
Marcus Nilson,430,2007,28,CGY,LW,63,5,10,15,7,27,0.7,5,0,0,1,10,0,0,69,7.2,826,13:07,nilsoma01
Michael Peca,431,2007,32,TOR,C,35,4,11,15,2,60,0.8,4,0,0,2,10,0,1,42,9.5,609,17:25,pecami01
Alexander Perezhogin,432,2007,23,MTL,RW,61,6,9,15,11,48,1.4,5,1,0,1,9,0,0,103,5.8,723,11:51,perezal01
Toby Petersen,433,2007,28,EDM,C,64,6,9,15,-18,4,0.2,4,0,2,1,8,1,0,92,6.5,875,13:40,peterto01
Cory Sarich,434,2007,28,TBL,D,82,0,15,15,-6,70,2.5,0,0,0,0,14,0,1,64,0.0,1485,18:07,saricco01
Martin Škoula,435,2007,27,MIN,D,81,0,15,15,9,36,4.9,0,0,0,0,14,1,0,91,0.0,1639,20:14,skoulma01
Daniel Tjärnqvist,436,2007,30,EDM,D,37,3,12,15,3,30,3.5,1,2,0,0,7,4,1,33,9.1,840,22:42,tjarnda01
Craig Adams,437,2007,29,CAR,RW,82,7,7,14,-9,54,0.4,6,0,1,1,6,0,1,71,9.9,826,10:04,adamscr01
Anton Babchuk,438,2007,22,CAR,D,52,2,12,14,-6,30,2.0,2,0,0,2,8,3,1,63,3.2,906,17:26,babchan01
Peter Bondra,439,2007,38,CHI,RW,37,5,9,14,2,26,1.3,3,2,0,3,8,1,0,46,10.9,445,12:01,bondrpe01
Francis Bouillon,440,2007,31,MTL,D,62,3,11,14,-10,52,2.3,2,1,0,1,9,1,1,56,5.4,1135,18:19,bouilfr01
Chris Campoli,441,2007,22,NYI,D,51,1,13,14,-3,23,1.8,1,0,0,0,9,4,0,41,2.4,756,14:50,campoch01
Todd Fedoruk,442,2007,27,TOT,LW,58,3,11,14,-9,120,0.5,3,0,0,0,11,0,0,30,10.0,509,8:47,fedorto01
Andrew Hutchinson,443,2007,26,CAR,D,41,3,11,14,0,30,2.2,1,2,0,0,5,6,0,45,6.7,501,12:13,hutchan01
Lasse Kukkonen,444,2007,25,TOT,D,74,5,9,14,4,38,3.7,4,1,0,2,7,1,1,54,9.3,1266,17:06,kukkola01
Byron Ritchie,445,2007,29,CGY,C,64,8,6,14,3,68,1.1,7,0,1,0,5,0,1,46,17.4,625,9:46,ritchby01
Henrik Tallinder,446,2007,28,BUF,D,47,4,10,14,19,34,3.3,4,0,0,0,10,0,0,34,11.8,993,21:07,tallihe01
Petr Tenkrát,447,2007,29,BOS,RW,64,9,5,14,-16,34,0.4,7,2,0,1,4,1,0,82,11.0,801,12:31,tenkrpe01
Bill Thomas,448,2007,23,PHX,RW,24,8,6,14,-6,2,1.4,4,4,0,1,3,3,0,60,13.3,324,13:29,thomabi01
Fedor Tyutin,449,2007,23,NYR,D,66,2,12,14,-8,44,2.7,0,1,1,0,10,1,1,75,2.7,1322,20:02,tyutife01
Brendan Witt,450,2007,31,NYI,D,81,1,13,14,14,131,3.7,1,0,0,0,13,0,0,75,1.3,1753,21:39,wittbr01
Blair Betts,451,2007,26,NYR,C,82,9,4,13,-4,24,0.1,7,1,1,0,4,0,0,120,7.5,1151,14:02,bettsbl01
Matt Bradley,452,2007,28,WSH,RW,57,4,9,13,-5,47,0.3,4,0,0,0,8,0,1,77,5.2,679,11:55,bradlma01
Donald Brashear,453,2007,35,WSH,LW,77,4,9,13,1,156,0.6,4,0,0,0,8,1,0,47,8.5,614,7:58,brashdo01
Stanislav Chistov,454,2007,23,TOT,RW,61,5,8,13,-8,36,0.7,4,1,0,1,8,0,0,49,10.2,519,8:30,chistst01
Marcel Goc,455,2007,23,SJS,C,78,5,8,13,-2,24,0.3,4,0,1,0,8,0,0,96,5.2,937,12:01,gocma01
Michael Holmqvist,456,2007,27,CHI,C,63,6,7,13,-5,31,0.3,5,1,0,0,7,0,0,80,7.5,868,13:47,holmqmi01
Brad Larsen,457,2007,29,ATL,LW,72,7,6,13,-11,39,0.0,5,0,2,0,5,0,1,61,11.5,891,12:22,larsebr01
Jamie Lundmark,458,2007,26,TOT,C,68,7,6,13,-12,56,0.0,7,0,0,0,4,2,0,81,8.6,801,11:47,lundmja01
Shaone Morrisonn,459,2007,24,WSH,D,78,3,10,13,3,106,2.9,3,0,0,0,9,0,1,46,6.5,1634,20:57,morrish01
Scott Nichol,460,2007,32,NSH,C,59,7,6,13,7,79,0.9,5,1,1,2,5,1,0,58,12.1,740,12:32,nichosc01
Štefan Ružička,461,2007,21,PHI,RW,40,3,10,13,-6,18,0.5,2,1,0,0,7,3,0,75,4.0,509,12:44,ruzicst01
Mark Smith,462,2007,29,SJS,C,41,3,10,13,-4,42,0.8,1,2,0,0,8,2,0,38,7.9,427,10:25,smithma01
Scott Thornton,463,2007,36,LAK,LW,58,7,6,13,-15,85,0.1,6,0,1,0,4,1,1,65,10.8,719,12:24,thornsc01
Mathias Tjärnqvist,464,2007,27,TOT,LW,44,6,7,13,-5,6,0.8,5,0,1,0,7,0,0,44,13.6,552,12:33,tjarnma01
J.P. Vigier,465,2007,30,ATL,RW,72,5,8,13,0,27,0.4,5,0,0,0,7,0,1,83,6.0,792,11:00,vigiejp01
Vitaly Vishnevski,466,2007,26,TOT,D,67,3,10,13,-4,41,2.2,3,0,0,0,9,0,1,47,6.4,1154,17:13,vishnvi01
Glen Wesley,467,2007,38,CAR,D,68,1,12,13,11,56,3.3,0,0,1,1,10,1,1,51,2.0,1060,15:35,weslegl01
Kevyn Adams,468,2007,32,TOT,C,68,3,9,12,-20,25,-0.6,2,0,1,0,7,1,1,87,3.4,742,10:55,adamske01
Jeff Cowan,469,2007,30,TOT,LW,63,7,5,12,3,125,1.2,6,0,1,0,5,0,0,74,9.5,507,8:02,cowanje01
Trevor Daley,470,2007,23,DAL,D,74,4,8,12,2,63,4.4,4,0,0,1,6,2,0,68,5.9,1434,19:23,daleytr01
Dallas Drake,471,2007,37,STL,RW,60,6,6,12,-14,38,-0.1,4,0,2,2,5,0,1,74,8.1,773,12:53,drakeda01
Adam Foote,472,2007,35,CBJ,D,59,3,9,12,-17,71,2.2,1,2,0,0,4,5,0,78,3.8,1459,24:44,footead01
Jeff Friesen,473,2007,30,CGY,LW,72,6,6,12,-2,34,0.0,5,0,1,0,4,1,1,55,10.9,877,12:11,friesje01
Mike Green,474,2007,21,WSH,D,70,2,10,12,-10,36,1.3,2,0,0,0,4,6,0,68,2.9,1084,15:29,greenmi03
Shane Hnidy,475,2007,31,ATL,D,72,5,7,12,15,63,3.8,4,0,1,1,7,0,0,86,5.8,1126,15:38,hnidysh01
Ric Jackman,476,2007,28,TOT,D,31,2,10,12,0,20,1.9,1,1,0,1,5,5,0,36,5.6,425,13:42,jackmri01
Milan Jurčina,477,2007,23,TOT,D,70,4,8,12,0,44,2.6,4,0,0,1,7,1,0,71,5.6,1122,16:02,jurcimi01
Maxim Lapierre,478,2007,21,MTL,C,46,6,6,12,-7,24,0.7,5,0,1,2,6,0,0,82,7.3,525,11:25,lapiema01
Brad Lukowich,479,2007,30,NJD,D,75,4,8,12,1,36,4.5,3,0,1,2,7,1,0,50,8.0,1517,20:13,lukowbr01
Josef Melichar,480,2007,28,PIT,D,70,1,11,12,1,44,2.5,1,0,0,0,9,1,1,57,1.8,1317,18:49,melicjo01
Petr Nedvěd,481,2007,35,TOT,C,40,2,10,12,-25,28,-0.5,1,1,0,0,6,4,0,39,5.1,592,14:47,nedvepe01
Ryan Potulny,482,2007,22,PHI,C,35,7,5,12,1,22,1.3,7,0,0,2,4,1,0,56,12.5,385,11:00,potulry01
Mark Rycroft,483,2007,28,COL,RW,66,6,6,12,3,31,0.8,6,0,0,2,6,0,0,74,8.1,622,9:25,rycroma01
Nick Schultz,484,2007,24,MIN,D,82,2,10,12,0,42,4.2,2,0,0,1,10,0,0,69,2.9,1657,20:13,schulni01
Jerred Smithson,485,2007,27,NSH,C,64,5,7,12,-8,42,0.0,3,1,1,2,7,0,0,47,10.6,707,11:03,smithje01
Todd Bertuzzi,486,2007,31,TOT,RW,15,3,8,11,-1,19,1.0,2,1,0,0,4,4,0,23,13.0,240,16:00,bertuto01
Nick Boynton,487,2007,28,PHX,D,59,2,9,11,-13,138,1.3,1,1,0,0,9,0,0,53,3.8,991,16:48,boyntni01
Patrice Brisebois,488,2007,36,COL,D,33,1,10,11,-5,22,1.3,0,1,0,0,6,4,0,36,2.8,640,19:23,brisepa01
Chris Chelios*,489,2007,45,DET,D,71,0,11,11,11,34,3.3,0,0,0,0,10,0,1,72,0.0,1287,18:08,chelich01
Braydon Coburn,490,2007,21,TOT,D,49,3,8,11,-1,46,2.1,2,1,0,0,5,3,0,54,5.6,758,15:29,coburbr01
Ben Eager,491,2007,23,PHI,LW,63,6,5,11,-13,233,0.3,6,0,0,0,5,0,0,48,12.5,519,8:14,eagerbe01
Ben Guite,492,2007,28,COL,RW,39,3,8,11,-4,16,0.4,2,0,1,1,7,0,1,63,4.8,479,12:17,guitebe01
Doug Janik,493,2007,26,TBL,D,75,2,9,11,-11,53,1.5,2,0,0,0,9,0,0,49,4.1,1085,14:28,janikdo01
Ryan Johnson,494,2007,30,STL,C,59,7,4,11,-7,47,0.2,5,0,2,0,4,0,0,50,14.0,729,12:21,johnsry01
Andrei Kostitsyn,495,2007,21,MTL,LW,22,1,10,11,3,6,0.9,1,0,0,0,9,1,0,38,2.6,292,13:17,kostian01
Adam Mair,496,2007,27,BUF,C,82,2,9,11,-1,128,-0.2,2,0,0,0,9,0,0,73,2.7,619,7:33,mairad01
Kirk Maltby,497,2007,34,DET,LW,82,6,5,11,-9,50,-0.5,6,0,0,0,5,0,0,113,5.3,1081,13:11,maltbki01
Willie Mitchell,498,2007,29,VAN,D,62,1,10,11,1,45,3.4,1,0,0,0,9,0,1,54,1.9,1377,22:13,mitchwi01
Mattias Norström,499,2007,35,TOT,D,76,2,9,11,-18,48,1.7,2,0,0,0,8,0,1,60,3.3,1562,20:33,norstma01
Johnny Oduya,500,2007,25,NJD,D,76,2,9,11,-5,61,3.5,2,0,0,0,7,2,0,55,3.6,1407,18:31,oduyajo01
Jed Ortmeyer,501,2007,28,NYR,RW,41,2,9,11,7,22,0.7,1,0,1,0,8,0,1,67,3.0,516,12:35,ortmeje01
Daniel Paille,502,2007,22,BUF,LW,29,3,8,11,5,18,0.8,3,0,0,0,7,0,1,45,6.7,371,12:47,paillda01
Marc Pouliot,503,2007,21,EDM,C,46,4,7,11,-2,18,0.6,4,0,0,0,6,1,0,73,5.5,600,13:03,poulima01
Rob Scuderi,504,2007,28,PIT,D,78,1,10,11,3,28,2.6,1,0,0,0,9,0,1,31,3.2,1467,18:49,scudero01
Ryan Shannon,505,2007,23,ANA,RW,53,2,9,11,-2,10,0.3,2,0,0,0,9,0,0,77,2.6,564,10:39,shannry01
Kārlis Skrastiņš,506,2007,32,COL,D,68,0,11,11,0,30,2.1,0,0,0,0,11,0,0,65,0.0,1443,21:14,skraska01
Jason Smith,507,2007,33,EDM,D,82,2,9,11,-13,103,3.3,2,0,0,1,9,0,0,61,3.3,1733,21:08,smithja01
Patrik Štefan,508,2007,26,DAL,C,41,5,6,11,5,10,1.1,4,0,1,1,6,0,0,41,12.2,501,12:13,stefapa01
Andrew Alberts,509,2007,25,BOS,D,76,0,10,10,-15,124,1.5,0,0,0,0,9,1,0,41,0.0,1495,19:40,alberan01
Shawn Bates,510,2007,31,NYI,C,48,4,6,10,13,34,0.7,3,0,1,0,6,0,0,50,8.0,601,12:32,batessh01
Steve Bégin,511,2007,28,MTL,LW,52,5,5,10,-6,46,0.3,5,0,0,0,3,0,2,64,7.8,619,11:55,beginst01
David Booth,512,2007,22,FLA,LW,48,3,7,10,0,12,0.4,3,0,0,1,7,0,0,86,3.5,459,9:34,boothda01
Kevin Dallman,513,2007,25,LAK,D,53,1,9,10,-13,12,0.8,1,0,0,0,6,3,0,76,1.3,678,12:48,dallmke01
Garnet Exelby,514,2007,25,ATL,D,58,2,8,10,2,56,2.2,1,0,1,0,8,0,0,57,3.5,1044,18:00,exelbga01
Patrick Fischer,515,2007,31,PHX,C,27,4,6,10,0,24,0.9,4,0,0,1,6,0,0,32,12.5,293,10:51,fischpa01
Matt Greene,516,2007,23,EDM,D,78,1,9,10,-22,109,1.7,1,0,0,0,7,1,1,52,1.9,1373,17:36,greenma01
Bret Hedican,517,2007,36,CAR,D,50,0,10,10,-8,36,1.4,0,0,0,0,6,4,0,44,0.0,998,19:58,hedicbr01
Dan Hinote,518,2007,30,STL,RW,41,5,5,10,-8,23,0.2,5,0,0,1,3,0,2,37,13.5,536,13:04,hinotda01
Aaron Johnson,519,2007,23,CBJ,D,61,3,7,10,-9,38,1.7,3,0,0,0,6,1,0,52,5.8,776,12:44,johnsaa01
Jakub Klepiš,520,2007,22,WSH,C,41,3,7,10,-2,28,0.5,3,0,0,0,4,3,0,38,7.9,408,9:58,klepija01
Joel Kwiatkowski,521,2007,29,TOT,D,42,5,5,10,-6,20,1.3,4,1,0,2,3,2,0,46,10.9,412,9:49,kwiatjo01
Erik Rasmussen,522,2007,29,NJD,C,71,3,7,10,-3,25,0.3,3,0,0,0,7,0,0,80,3.8,672,9:28,rasmuer01
Ladislav Šmíd,523,2007,20,EDM,D,77,3,7,10,-16,37,2.6,3,0,0,0,6,1,0,53,5.7,1481,19:14,smidla01
Niclas Wallin,524,2007,31,CAR,D,67,2,8,10,-2,48,2.3,2,0,0,0,8,0,0,76,2.6,1242,18:33,wallini01
Rhett Warrener,525,2007,31,CGY,D,62,4,6,10,6,67,2.5,2,1,1,1,5,0,1,31,12.9,1062,17:08,warrerh01
Duvie Westcott,526,2007,29,CBJ,D,23,4,6,10,-13,18,1.1,2,2,0,1,2,4,0,34,11.8,509,22:09,westcdu01
James Wisniewski,527,2007,22,CHI,D,50,2,8,10,3,39,2.6,2,0,0,0,7,1,0,55,3.6,950,19:00,wisnija01
Alexandre Burrows,528,2007,25,VAN,LW,81,3,6,9,-7,93,-0.5,3,0,0,1,5,1,0,70,4.3,927,11:26,burroal01
Gregory Campbell,529,2007,23,FLA,C,79,6,3,9,-10,66,-0.5,5,0,1,0,3,0,0,103,5.8,835,10:34,campbgr01
Derian Hatcher,530,2007,34,PHI,D,82,3,6,9,-24,67,1.5,0,3,0,1,5,1,0,81,3.7,1941,23:40,hatchde01
Jan Hejda,531,2007,28,EDM,D,39,1,8,9,-6,20,1.9,1,0,0,1,8,0,0,33,3.0,795,20:23,hejdaja01
Andreas Karlsson,532,2007,31,TBL,C,53,3,6,9,-4,12,0.3,3,0,0,1,5,1,0,25,12.0,446,8:25,karlsan01
Steve Montador,533,2007,27,FLA,D,72,1,8,9,1,119,1.7,1,0,0,0,7,1,0,88,1.1,946,13:08,montast01
Geoff Platt,534,2007,21,CBJ,C,26,4,5,9,1,10,1.0,4,0,0,0,4,1,0,40,10.0,262,10:04,plattge01
Mike Rupp,535,2007,27,NJD,RW,76,6,3,9,-10,92,0.4,6,0,0,1,2,1,0,60,10.0,490,6:27,ruppmi01
Jeff Tambellini,536,2007,22,NYI,LW,23,2,7,9,6,6,1.0,2,0,0,0,7,0,0,20,10.0,166,7:14,tambeje01
Nick Tarnasky,537,2007,22,TBL,C,77,5,4,9,-6,80,0.3,5,0,0,1,4,0,0,41,12.2,500,6:30,tarnani01
Shawn Thornton,538,2007,29,ANA,LW,48,2,7,9,3,88,0.5,2,0,0,0,6,1,0,60,3.3,405,8:26,thornsh01
Jordin Tootoo,539,2007,23,NSH,RW,65,3,6,9,-11,116,-0.3,3,0,0,0,6,0,0,77,3.9,546,8:24,tootojo01
Mike Weaver,540,2007,28,LAK,D,39,3,6,9,-4,16,1.5,2,1,0,1,6,0,0,22,13.6,598,15:20,weavemi01
Brad Winchester,541,2007,25,EDM,LW,59,4,5,9,-10,86,0.2,4,0,0,0,5,0,0,66,6.1,476,8:04,winchbr01
Cam Barker,542,2007,20,CHI,D,35,1,7,8,-12,44,0.7,0,1,0,0,2,5,0,38,2.6,676,19:19,barkeca01
Mathieu Dandenault,543,2007,30,MTL,D,68,2,6,8,-8,40,1.7,2,0,0,0,6,0,0,54,3.7,1096,16:07,dandema01
Joe DiPenta,544,2007,27,ANA,D,76,2,6,8,1,48,2.2,2,0,0,1,6,0,0,33,6.1,924,12:09,dipenjo01
Jim Dowd,545,2007,38,NJD,C,66,4,4,8,-5,20,0.3,3,0,1,1,3,0,1,44,9.1,547,8:17,dowdji01
Tomáš Fleischmann,546,2007,22,WSH,C,29,4,4,8,-6,8,0.4,3,1,0,1,4,0,0,52,7.7,337,11:38,fleisto01
Denis Hamel,547,2007,29,TOT,LW,53,5,3,8,0,10,0.7,5,0,0,0,3,0,0,42,11.9,322,6:05,hamelde01
Michal Handzuš,548,2007,29,CHI,C,8,3,5,8,4,6,1.0,2,1,0,0,2,3,0,9,33.3,168,20:59,handzmi01
Raitis Ivanāns,549,2007,28,LAK,LW,66,4,4,8,-12,140,-0.1,4,0,0,0,4,0,0,37,10.8,461,6:59,ivanara01
František Kaberle,550,2007,33,CAR,D,27,2,6,8,8,20,2.1,1,1,0,1,4,2,0,33,6.1,419,15:32,kaberfr01
Trevor Letowski,551,2007,29,CAR,RW,61,2,6,8,-8,18,-0.3,2,0,0,0,4,1,1,69,2.9,591,9:41,letowtr01
Freddy Meyer,552,2007,26,TOT,D,60,2,6,8,-4,38,1.6,1,1,0,0,3,3,0,41,4.9,1048,17:28,meyerfr01
Aaron Miller,553,2007,35,LAK,D,82,0,8,8,-14,60,1.4,0,0,0,0,7,0,1,56,0.0,1607,19:36,milleaa01
Joe Nieuwendyk*,554,2007,40,FLA,C,15,5,3,8,-4,4,0.8,3,2,0,2,1,2,0,30,16.7,201,13:24,nieuwjo01
Lawrence Nycholat,555,2007,27,TOT,D,19,2,6,8,-3,12,1.1,2,0,0,0,4,2,0,25,8.0,382,20:07,nychola01
Thomas Pöck,556,2007,25,NYR,D,44,4,4,8,-4,16,1.8,4,0,0,0,2,2,0,76,5.3,714,16:14,pockth01
Nolan Pratt,557,2007,31,TBL,D,81,1,7,8,0,44,2.2,1,0,0,0,6,0,1,30,3.3,1279,15:47,prattno01
Dave Scatchard,558,2007,30,PHX,C,46,3,5,8,-18,72,-0.7,3,0,0,1,4,0,1,77,3.9,622,13:31,scatcda01
Dennis Seidenberg,559,2007,25,TOT,D,52,2,6,8,-16,18,0.6,2,0,0,0,6,0,0,83,2.4,841,16:10,seidede01
Ossi Väänänen,560,2007,26,COL,D,74,2,6,8,6,69,2.2,2,0,0,1,6,0,0,32,6.3,1060,14:20,vaanaos01
Colin White,561,2007,29,NJD,D,69,0,8,8,-8,69,3.0,0,0,0,0,8,0,0,47,0.0,1550,22:28,whiteco01
Jason York,562,2007,36,BOS,D,49,1,7,8,-14,32,0.6,1,0,0,0,6,0,1,27,3.7,641,13:04,yorkja01
Greg Zanon,563,2007,26,NSH,D,66,3,5,8,16,32,3.3,3,0,0,0,5,0,0,43,7.0,1144,17:20,zanongr01
Matthew Barnaby,564,2007,33,DAL,RW,39,1,6,7,5,127,0.6,1,0,0,0,6,0,0,22,4.5,317,8:07,barnama01
Brendan Bell,565,2007,23,TOT,D,45,1,6,7,-11,27,0.4,0,1,0,0,5,1,0,47,2.1,616,13:41,bellbr02
Eric Boulton,566,2007,30,ATL,LW,45,3,4,7,2,49,0.6,3,0,0,0,4,0,0,42,7.1,282,6:16,boulter01
Daniel Carcillo,567,2007,22,PHX,LW,18,4,3,7,-7,74,0.4,1,3,0,0,3,0,0,32,12.5,269,14:56,carcida01
Jassen Cullimore,568,2007,34,CHI,D,65,1,6,7,-6,64,1.5,1,0,0,0,6,0,0,17,5.9,1058,16:17,cullija01
John Erskine,569,2007,26,WSH,D,29,1,6,7,-13,69,0.1,1,0,0,0,4,1,1,14,7.1,523,18:03,erskijo01
Rory Fitzpatrick,570,2007,32,VAN,D,58,1,6,7,12,46,3.0,1,0,0,1,4,0,2,41,2.4,817,14:06,fitzpro02
Josh Green,571,2007,29,VAN,C,57,2,5,7,0,25,-0.1,2,0,0,2,4,0,1,74,2.7,650,11:25,greenjo01
Matt Jones,572,2007,23,PHX,D,45,1,6,7,-12,39,0.6,1,0,0,0,5,0,1,20,5.0,737,16:23,jonesma01
John LeClair,573,2007,37,PIT,LW,21,2,5,7,-2,12,0.4,1,1,0,0,5,0,0,27,7.4,249,11:51,leclajo01
Clarke MacArthur,574,2007,21,BUF,LW,19,3,4,7,4,4,0.8,3,0,0,0,4,0,0,16,18.8,169,8:54,macarcl01
Bryan Muir,575,2007,33,WSH,D,26,3,4,7,3,42,1.5,3,0,0,1,2,2,0,28,10.7,380,14:37,muirbr01
Bryce Salvador,576,2007,30,STL,D,64,2,5,7,-5,55,1.5,2,0,0,0,5,0,0,40,5.0,1263,19:44,salvabr01
Pierre Turgeon*,577,2007,37,COL,C,17,4,3,7,-1,10,0.8,3,1,0,0,1,2,0,31,12.9,173,10:10,turgepi01
Jim Vandermeer,578,2007,26,CHI,D,46,1,6,7,-3,53,1.5,1,0,0,0,5,1,0,50,2.0,820,17:50,vandeji01
Jeff Woywitka,579,2007,23,STL,D,34,1,6,7,4,12,1.5,1,0,0,0,6,0,0,28,3.6,502,14:45,woywije01
Ryan Callahan,580,2007,21,NYR,RW,14,4,2,6,5,9,1.0,4,0,0,1,2,0,0,40,10.0,147,10:31,callary01
Bruno Gervais,581,2007,22,NYI,D,51,0,6,6,-10,28,0.3,0,0,0,0,3,3,0,47,0.0,784,15:23,gervabr01
Tom Gilbert,582,2007,24,EDM,D,12,1,5,6,-1,0,1.1,1,0,0,0,4,1,0,13,7.7,241,20:05,gilbeto01
Dan Girardi,583,2007,22,NYR,D,34,0,6,6,7,8,1.9,0,0,0,0,5,0,1,33,0.0,538,15:50,girarda01
Tim Gleason,584,2007,24,CAR,D,57,2,4,6,-10,57,1.1,1,1,0,0,2,1,1,72,2.8,1076,18:53,gleasti01
Andy Greene,585,2007,24,NJD,D,23,1,5,6,-1,6,1.2,0,1,0,0,4,1,0,23,4.3,328,14:15,greenan01
